card_id,qr_filename,qr_url,url
YSLC901,YSLC901.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC901.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC901
YSLC902,YSLC902.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC902.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC902
YSLC903,YSLC903.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC903.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC903
YSLC904,YSLC904.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC904.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC904
YSLC905,YSLC905.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC905.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC905
YSLC906,YSLC906.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC906.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC906
YSLC907,YSLC907.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC907.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC907
YSLC908,YSLC908.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC908.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC908
YSLC909,YSLC909.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC909.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC909
YSLC910,YSLC910.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC910.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC910
YSLC911,YSLC911.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC911.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC911
YSLC912,YSLC912.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC912.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC912
YSLC913,YSLC913.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC913.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC913
YSLC914,YSLC914.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC914.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC914
YSLC915,YSLC915.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC915.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC915
YSLC916,YSLC916.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC916.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC916
YSLC917,YSLC917.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC917.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC917
YSLC918,YSLC918.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC918.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC918
YSLC919,YSLC919.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC919.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC919
YSLC920,YSLC920.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC920.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC920
YSLC921,YSLC921.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC921.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC921
YSLC922,YSLC922.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC922.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC922
YSLC923,YSLC923.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC923.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC923
YSLC924,YSLC924.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC924.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC924
YSLC925,YSLC925.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC925.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC925
YSLC926,YSLC926.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC926.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC926
YSLC927,YSLC927.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC927.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC927
YSLC928,YSLC928.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC928.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC928
YSLC929,YSLC929.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC929.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC929
YSLC930,YSLC930.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC930.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC930
YSLC931,YSLC931.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC931.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC931
YSLC932,YSLC932.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC932.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC932
YSLC933,YSLC933.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC933.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC933
YSLC934,YSLC934.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC934.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC934
YSLC935,YSLC935.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC935.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC935
YSLC936,YSLC936.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC936.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC936
YSLC937,YSLC937.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC937.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC937
YSLC938,YSLC938.png,https://yolkshire-golden-yolk-qr.netlify.app/YSLC938.png,https://yolkshire-pune.github.io/loyalty-card-tracker/?id=YSLC938
